latin	name	Type	blood	blood_reference	sputum	sputum_reference	CSF	CSF_reference	urine	urine_reference
Mycoplasma_salivarium	唾液支原体	bacteria	与眼睛和耳部疾病、口腔感染、化脓性关节炎和牙周病有关，临床上也有引发肺炎的报道。	Nolan TJ, Gadsby NJ, Hellyer TP, et al. Low-pathogenicity Mycoplasma spp. alter human monocyte and macrophage function and are highly prevalent among patients with ventilator-acquired pneumonia. Thorax. 2016 Jul; 71(7): 594-600.	none	none	none	none	none	none
Mycoplasma_orale	口腔支原体	bacteria	undetermined	undetermined	none	none	none	none	none	none
Chlamydia_trachomatis	沙眼衣原体	bacteria	可分为3个生物型：沙眼生物型可导致包涵体性结膜炎、男性非淋菌性尿道炎、附睾炎、直肠炎、女性宫颈炎、尿道炎、子宫内膜炎、盆腔炎以及新生儿和免疫抑制患者肺炎；性病淋巴肉芽肿生物型（LGV）生物型可导致性病淋巴肉肉芽肿；以及小鼠生物型	undetermined	none	none	none	none	none	none
Chlamydia_psittaci	鹦鹉热衣原体	bacteria	可引起呼吸道感染，通常是因为意外接触受染的鸟类。	undetermined	none	none	none	none	none	none
Chlamydia_pneumoniae	肺炎衣原体	bacteria	该菌感染的临床表现为咽炎、支气管炎、肺炎等。	undetermined	none	none	none	none	none	none
Chlamydia_pecorum	家畜衣原体	bacteria	none	none	none	none	none	none	none	none
Rickettsia_prowazekii	普氏立克次体	bacteria	可引起流行性斑疹伤寒，临床表现为高热、严重头痛、肌肉酸痛、咳嗽、呕吐、腹痛、全身皮疹等。	undetermined	none	none	none	none	none	none
Rickettsia_typhi	斑疹伤寒立克次氏体	bacteria	可引起地方性斑疹伤寒，又称鼠型斑疹伤寒或蚤传斑疹伤寒，临床表现为高热、严重头痛、肌肉酸痛、咳嗽、呕吐、腹痛、全身皮疹等。	undetermined	none	none	none	none	none	none
Coxiella_burnetii	伯氏考克斯体	bacteria	是Q热的病原体，临床表现为斑疹伤寒、肝炎和肺炎等。	undetermined	none	none	none	none	none	none
Rickettsia_tsutsugamushi	恙虫病立克次体	bacteria	又称东方立克次体，是恙虫病的病原体，皮肤损伤是其主要特征。	undetermined	none	none	none	none	none	none
Sphingomonas_sp.	鞘氨醇单胞菌属	bacteria	none	none	none	none	none	none	none	none
Peptoniphilus_sp.	嗜蛋白胨菌属	bacteria	none	none	none	none	none	none	none	none
Candidatus_Pelagibacter	远洋杆菌属	bacteria	none	none	none	none	none	none	none	none
Mogibacterium_sp.	难养杆菌属	bacteria	none	none	none	none	none	none	none	none
Olsenella_sp.	欧尔森氏菌属	bacteria	none	none	none	none	none	none	none	none
Oribacterium_sp.	口腔杆菌属	bacteria	none	none	none	none	none	none	none	none
Weeksella_sp.	威克氏菌属	bacteria	none	none	none	none	none	none	none	none
Azoarcus_sp.	固氮弓菌属	bacteria	none	none	none	none	none	none	none	none
Arthrobacter_sp.	节细菌属	bacteria	none	none	none	none	none	none	none	none
Agrobacterium_sp.	土壤杆菌属	bacteria	none	none	none	none	none	none	none	none
Denitrobacter_sp.	脱氮杆菌属	bacteria	none	none	none	none	none	none	none	none
Hylemonella_sp.	海勒蒙氏菌属	bacteria	none	none	none	none	none	none	none	none
Leptothrix_sp.	纤毛菌属	bacteria	none	none	none	none	none	none	none	none
Massilia_sp.	马赛菌属	bacteria	none	none	none	none	none	none	none	none
Pseudonocardia_sp.	假诺卡氏菌属	bacteria	none	none	none	none	none	none	none	none
Blattabacterium_sp.	蟑螂杆状体属	bacteria	none	none	none	none	none	none	none	none
Pusillimonas_sp.	极小单胞菌属	bacteria	none	none	none	none	none	none	none	none
Actinobaculum_sp.	放线杆状菌属	bacteria	none	none	none	none	none	none	none	none
Cyanothece_sp.	蓝杆藻属	bacteria	none	none	none	none	none	none	none	none
Tannerella_sp.	坦纳菌属	bacteria	none	none	none	none	none	none	none	none
Nocardioides_sp.	类诺卡氏菌属	bacteria	none	none	none	none	none	none	none	none
Flavobacterium_sp.	黄杆菌属	bacteria	none	none	none	none	none	none	none	none
Georgenia_sp.	圣格奥尔根菌属	bacteria	none	none	none	none	none	none	none	none
Sphingopyxis_sp.	鞘氨醇盒菌属	bacteria	none	none	none	none	none	none	none	none
Pantoea_sp.	泛菌属	bacteria	none	none	none	none	none	none	none	none
Planococcus_sp.	动性球菌属	bacteria	none	none	none	none	none	none	none	none
Dietzia_sp.	迪茨菌属	bacteria	none	none	none	none	none	none	none	none
Brevibacterium_sp.	短杆菌属	bacteria	none	none	none	none	none	none	none	none
Malassezia_fufur	糠秕马拉色菌	真菌	糠秕马拉色菌可引起皮肤表面黄褐色的花斑藓，如汗斑。	undetermined	none	none	none	none	none	none
Malassezia_globosa	球形马拉色菌	真菌	主要引起皮肤疾病，包括头皮屑、脂溢性皮炎、花斑癣和脂溢性皮炎等。	DeAngelis YM, Saunders CW, Johnstone KR, et al. Isolation and expression of a Malassezia globosa lipase gene, LIP1. J Invest Dermatol. 2007 Sep; 127(9): 2138-46.	none	none	none	none	none	none
Piedraia_hortai	何德毛结节菌	真菌	何德毛结节菌可在病发上形成硬的黑色结节，使毛干上结节如沙粒状。	undetermined	none	none	none	none	none	none
Trichophyton_rubrum	红色毛癣菌	真菌	皮肤癣菌，可侵犯皮肤，引起手足癣、体癣、股癣、叠瓦癣等。	undetermined	none	none	none	none	none	none
Trichophyton_roseum	玫瑰色毛癣菌	真菌	皮肤癣菌，可侵犯皮肤，引起手足癣、体癣、股癣、叠瓦癣等。	undetermined	none	none	none	none	none	none
Trichophyton_verrucosum	疣状毛癣菌	真菌	皮肤癣菌，可侵犯皮肤，引起手足癣、体癣、股癣、叠瓦癣等。	undetermined	none	none	none	none	none	none
Trichophyton_equinum	马类毛癣菌	真菌	皮肤癣菌，可侵犯皮肤，引起手足癣、体癣、股癣、叠瓦癣等。	undetermined	none	none	none	none	none	none
Trichophyton__faviforme	黄癣样毛癣菌	真菌	皮肤癣菌，可侵犯皮肤，引起手足癣、体癣、股癣、叠瓦癣等。	undetermined	none	none	none	none	none	none
Trichophyton_tonsurans	断发毛癣菌	真菌	皮肤癣菌，可侵犯皮肤，引起手足癣、体癣、股癣、叠瓦癣等。	undetermined	none	none	none	none	none	none
Trichophyton_gypseum	石膏样毛癣菌	真菌	皮肤癣菌，可侵犯皮肤，引起手足癣、体癣、股癣、叠瓦癣等。	undetermined	none	none	none	none	none	none
Microsporum_canis	犬小孢子菌	真菌	皮肤癣菌，可侵犯皮肤，引起手足癣、体癣、股癣、叠瓦癣等。	undetermined	none	none	none	none	none	none
Microsporum_gypseum	石膏小孢子菌	真菌	皮肤癣菌，可侵犯皮肤，引起手足癣、体癣、股癣、叠瓦癣等。	undetermined	none	none	none	none	none	none
Microsporum_ferrugineum	铁锈色小孢子菌	真菌	皮肤癣菌，可侵犯皮肤，引起手足癣、体癣、股癣、叠瓦癣等。	undetermined	none	none	none	none	none	none
Epidermophyton_floccosum	絮状表皮癣菌	真菌	皮肤癣菌，可侵犯皮肤，引起手足癣、体癣、股癣、叠瓦癣等。	undetermined	none	none	none	none	none	none
Candida_albicans	白假丝酵母菌	真菌	白假丝酵母菌又称白色念珠菌，是体表和腔道的正常菌群成员，为机会致病菌，当正常菌群失调或抵抗力降低时引起疾病。其可侵犯人体许多部位，引起皮肤黏膜、内脏和中枢神经系统等的感染。皮肤感染临床表现可见有鹅口疮、口角糜烂、外阴与阴道炎等；内脏感染可引肺炎、肠炎、膀胱炎、心内膜炎和败血症等；中枢神经系统感染可由脑膜炎、脑脓肿等。	Ideguchi S, Yamamoto K, Ikeda A, et al. A case of bilateral emphysematous pyelonephritis caused by Candida albicans. J Infect Chemother. 2018 Nov 15. pii: S1341-321X(18)30421-5.	none	none	none	none	none	none
Candida_glabrata	光滑假丝酵母菌	真菌	机会致病菌，能感染人的泌尿生殖道和血液，在老年人和HIV患者中较为常见。	Emami S, Lew SQ. Candida glabrata PD-Associated Peritonitis: A Case Report. Perit Dial Int. 2018 Sep-Oct;38(5):391-392.	none	none	none	none	none	none
Candida_tropicalis	热带假丝酵母菌	真菌	是常见于皮肤、胃肠道和泌尿生殖道的病原体，引起的疾病类型因感染部位而有所不同。皮肤黏膜念珠菌病除口咽念珠菌病、角唇炎、包皮炎、鹅口疮、阴道念珠菌病等外；还可引起内脏念珠菌病，感染累及全身所有内脏器官，以肺念珠菌病和胃肠道念珠菌病最为常见；此外，还可引起侵袭性和播散性念珠菌病、菌血症等。	Kothavade RJ, Kura MM, Valand AG, et al. Candida tropicalis: its prevalence, pathogenicity and increasing resistance to fluconazole. J Med Microbiol. 2010 Aug; 59(Pt 8): 873-80.	none	none	none	none	none	none
Candida_krusei	克柔假丝酵母菌	真菌	undetermined	undetermined	none	none	none	none	none	none
Candida_stellatoidea	星形假丝酵母菌	真菌	undetermined	undetermined	none	none	none	none	none	none
Candida_kefyr	克菲假丝酵母菌	真菌	undetermined	undetermined	none	none	none	none	none	none
Candida_lusitaniae	葡萄牙假丝酵母菌	真菌	undetermined	undetermined	none	none	none	none	none	none
Candida_guilliermondii	季也蒙假丝酵母菌	真菌	undetermined	undetermined	none	none	none	none	none	none
Candida_viswanathii	维斯假丝酵母菌	真菌	undetermined	undetermined	none	none	none	none	none	none
Candida_parapsilosis	近平滑假丝酵母菌	真菌	undetermined	undetermined	none	none	none	none	none	none
Candida_dubliniensis	都柏林假丝酵母菌	真菌	undetermined	undetermined	none	none	none	none	none	none
Cryptococcus_neoformans	新型隐球菌	真菌	新型隐球菌通常为条件致病菌，可侵犯皮肤，黏膜、淋巴结、骨、内脏等，引起慢性炎症和脓肿，尤其易侵袭中枢神经系统，导致亚急性或慢性脑膜炎，其所致脑膜炎肠发生于体质虚弱、免疫力低下患者，如白血病、艾滋病等。	Kwon-Chung KJ, Fraser JA, Doering TL, et al. Cryptococcus neoformans and Cryptococcus gattii, the etiologic agents of cryptococcosis. Cold Spring Harb Perspect Med. 2014 Jul 1; 4(7): a019760.	none	none	none	none	none	none
Cryptococcus_gattii	格特隐球菌	真菌	可导致肺炎、脑膜炎以及中枢神经系统感染，有时感染还可累及皮肤、骨、关节、淋巴结、腹腔等部位。	Kwon-Chung KJ, Fraser JA, Doering TL, et al. Cryptococcus neoformans and Cryptococcus gattii, the etiologic agents of cryptococcosis. Cold Spring Harb Perspect Med. 2014 Jul 1; 4(7): a019760.	none	none	none	none	none	none
Aspergillus_fumigatus	烟曲霉	真菌	是引起免疫缺陷个体真菌感染的常见病原体，可引起肺部感染、支气管肺曲霉病、过敏性疾病和全身性曲霉菌病等。	Hohl TM, Feldmesser M. Aspergillus fumigatus: Principles of Pathogenesis and Host Defense. Eukaryot Cell. 2007 Nov; 6(11): 1953-63.	none	none	none	none	none	none
Aspergillus_flavus	黄曲霉	真菌	可引起肺、外耳道、皮肤脓皮病样曲霉病等，某些菌系可产生黄曲霉毒素，引起中毒或致癌。	Hedayati MT, Pasqualotto AC, Warn PA, et al. Aspergillus flavus: human pathogen, allergen and mycotoxin producer. Microbiology. 2007 Jun; 153(Pt 6): 1677-92.	none	none	none	none	none	none
Aspergillus_niger	黑曲霉	真菌	可导致肺曲霉病，也是真菌性耳部感染的常见病因，可引起疼痛、暂时性听力丧失，严重情况下损害耳道和鼓膜。	Workum JD, de Jong SW, Gresnigt MS, et al. Microbiological and immunological characteristics of a lethal pulmonary Aspergillus niger infection in a non-neutropenic patient. Med Mycol Case Rep. 2018 Sep; 21: 4–7.	none	none	none	none	none	none
Aspergillus_oryzae	米曲霉	真菌	在食品酿造使用较广泛，偶可对免疫力低下人群造成感染。	Mazza A, Luciani N, Luciani M, et al. Fungal Endocarditis Due to Aspergillus oryzae: The First Case Reported in the Literature. J Heart Valve Dis. 2017 Mar; 26(2): 205-207.	none	none	none	none	none	none
Aspergillus_carbonarius	炭黑曲霉	真菌	none	none	none	none	none	none	none	none
Aspergillus_clavatus	棒曲霉	真菌	机会致病菌，主要引起肺部感染，偶可导致心内膜炎等。	Opal SM, Reller LB, Harrington G, et al. Aspergillus clavatus endocarditis involving a normal aortic valve following coronary artery surgery. Rev Infect Dis. 1986 Sep-Oct; 8(5): 781-5.	none	none	none	none	none	none
Rhizopus_arrhizus	少根根霉	真菌	可引起毛霉菌病，感染大多首发在鼻或耳旁，经口腔唾液流入上颌窦和眼眶，形成肉芽肿；后可经血液流入脑部，形成脑膜炎；严重病例可扩散至全身，导致死亡。	undetermined	none	none	none	none	none	none
Rhizopus_oryzae	米根霉	真菌	可引起毛霉菌病，感染大多首发在鼻或耳旁，经口腔唾液流入上颌窦和眼眶，形成肉芽肿；后可经血液流入脑部，形成脑膜炎；严重病例可扩散至全身，导致死亡。	undetermined	none	none	none	none	none	none
Histoplasma_capsulatum	荚膜组织胞浆菌	真菌	传染性极大，主要侵犯网状内皮系统，有时也可引起血行播散而侵犯全身脏器，引起的临床病症有急性或慢性肺组织胞浆菌病和播散性组织胞浆菌病。	undetermined	none	none	none	none	none	none
Pneumocystis_jirovecii	耶氏肺孢子菌	真菌	机会致病菌，可引起肺孢子菌肺炎，健康人多数为隐性感染，当机体免疫功能低下时易导致间质性浆细胞性肺炎。	Avino LJ, Naylor SM, Roecker AM. Pneumocystis jirovecii Pneumonia in the Non-HIV-Infected Population. Ann Pharmacother. 2016 Aug; 50(8): 673-9.	none	none	none	none	none	none
Cladosporium_carrianii	卡氏枝孢霉	真菌	主要侵犯肢体皮肤，早期皮肤患处发生丘疹，进而形成结节，随病程发展，可影响淋巴回流，形成肢体象皮肿，免疫力低下时可侵犯中枢神经或经血行扩散。	undetermined	none	none	none	none	none	none
Fonseceea_pedrosoi	裴氏着色芽生菌	真菌	裴氏着色芽生菌主要侵犯肢体皮肤，早期皮肤患处发生丘疹，进而形成结节，随病程发展，可影响淋巴回流，形成肢体象皮重，免疫力低下时可侵犯中枢神经或经血行扩散。	undetermined	none	none	none	none	none	none
Sporotrichum_schenckii	申克孢子丝菌	真菌	申克孢子丝菌可经皮肤损伤侵入，后沿淋巴管分布，引起亚急性或慢性儒雅中，使淋巴管形成孢子丝下疳；也可经肠道或呼吸道进入肺，随后经血行播散值其他器官引起深部感染。	undetermined	none	none	none	none	none	none
Enterocytozoon_bieneusi	微孢子虫	真菌	主要导致动物感染，也是引起HIV感染者或艾滋病患者腹泻的重要病原体。	Huibers MHW, Moons P, Maseko N, et al. Multiplex Real-time PCR Detection of Intestinal Protozoa in HIV-infected Children in Malawi: Enterocytozoon Bieneusi Is Common and Associated With Gastrointestinal Complaints and May Delay BMI (Nutritional Status) Recovery. Pediatr Infect Dis J. 2018 Sep; 37(9): 910-915.	none	none	none	none	none	none
Talaromyces_marneffei	马尔尼菲蓝状菌	真菌	重要的致病性真菌，能引起人全身性真菌病。这种疾病是东南亚特有的，并且在CD4计数低的HIV患者中很常见。	Miriams Teresita Castro-Lainez.(2018).Talaromyces marneffei infection in a non-HIV non-endemic population. IDCases.Volume 12, Pages 21-24.	none	none	none	none	none	none
Microsporidium	微孢子虫	真菌	引起微孢子虫病，为一种人兽共患病，症状因感染部位而异，比如肠道微孢子虫病主要症状为消瘦及慢性腹泻等。	undetermined	none	none	none	none	none	none
Neosartorya_fischeri	费氏新萨托菌	真菌	none	none	none	none	none	none	none	none
Mitosporidium_daphniae	达芙尼丝孢子虫	真菌	none	none	none	none	none	none	none	none
Sporisorium_reilianum	玉米丝轴黑粉菌	真菌	none	none	none	none	none	none	none	none
Botryotinia_fuckeliana	灰葡萄孢霉	真菌	none	none	none	none	none	none	none	none
Sordaria_macrospora	大孢粪壳菌	真菌	none	none	none	none	none	none	none	none
Coccidioides_immitis	粗球孢子菌	真菌	可引发球孢子菌病、裂谷热	none	none	none	none	none	none	none
Magnaporthe_oryzae	稻瘟病菌	真菌	none	none	none	none	none	none	none	none
Hamiltosporidium_tvaerminnensis	大型溞微孢子虫	寄生虫	none	none	none	none	none	none	none	none
Melampsora_larici-populina	松杨栅锈菌	真菌	none	none	none	none	none	none	none	none
Yarrowia_lipolytica	解脂耶氏酵母	真菌	none	none	none	none	none	none	none	none
Phycomyces_blakesleeanus	布拉克须霉	真菌	none	none	none	none	none	none	none	none
Saccharomyces_cerevisiae	酿酒酵母	真菌	none	none	none	none	none	none	none	none
Albugo_candida	白锈菌	真菌	none	none	none	none	none	none	none	none
Coprinopsis_cinerea	灰盖鬼伞	真菌	none	none	none	none	none	none	none	none
Fusarium_verticillioides	轮状镰刀菌	真菌	none	none	none	none	none	none	none	none
Human_adenovirus	人腺病毒	病毒	可导致呼吸系统感染，如急性发热性咽喉炎、急性支气管炎和肺炎等，除呼吸道感染外，腺病毒的疾病和表现包括肠胃炎、结膜炎、膀胱炎和皮疹。免疫系统受损的患者特别容易发生腺病毒感染的严重并发症。人腺病毒已有A至G，7个种。A型腺病毒感染通常引起脑膜脑炎，B型腺病毒感染引起肺炎、膀胱炎、角膜炎和结膜炎，C型感染引起肝炎和肺炎，D型腺病毒感染引起脑膜脑炎、角膜炎和结膜炎，E型通常引起肺炎，F型和G型感染可引起肠胃炎。	Ghebremedhin B. Human adenovirus: Viral pathogen with increasing importance. Eur J Microbiol Immunol (Bp). 2014 Mar; 4(1): 26-33.	none	none	none	none	none	none
Human_adenovirus_B	人腺病毒B型	病毒	可导致呼吸系统感染，如急性发热性咽喉炎、急性支气管炎和肺炎等，除呼吸道感染外，腺病毒的疾病和表现包括肠胃炎、结膜炎、膀胱炎和皮疹。免疫系统受损的患者特别容易发生腺病毒感染的严重并发症。人腺病毒已有A至G，7个种，B型腺病毒感染通常引起肺炎、膀胱炎、角膜炎和结膜炎，B型主要包括血清型为3型，7型，11型，14型，16型，21型和34型等。	Thomas Lion. Adenovirus Infections in Immunocompetent and Immunocompromised Patients. Clin Microbiol Rev. 2014 Jul; 27(3): 441–462.	none	none	none	none	none	none
Human_adenovirus_E	人腺病毒E型	病毒	可导致呼吸系统感染，如急性发热性咽喉炎、急性支气管炎和肺炎等，除呼吸道感染外，腺病毒的疾病和表现包括肠胃炎、结膜炎、膀胱炎和皮疹。免疫系统受损的患者特别容易发生腺病毒感染的严重并发症。人腺病毒已有A至G，7个种，E型感染通常引起肺炎，E型主要为血清型4型。	Thomas Lion. Adenovirus Infections in Immunocompetent and Immunocompromised Patients. Clin Microbiol Rev. 2014 Jul; 27(3): 441–462.	none	none	none	none	none	none
Human_herpesvirus_1	人疱疹病毒1型	病毒	又称单纯疱疹病毒1型，可引起唇疱疹、龈口炎、扁桃体炎、咽喉炎、角膜炎、脑炎、脑膜炎，还与阿兹海默症有关。	undetermined	none	none	none	none	none	none
Human_herpesvirus_2	人疱疹病毒2型	病毒	又称单纯疱疹病毒2型，可引起新生儿疱疹、生殖器疱疹、无菌性脑膜炎等。	undetermined	none	none	none	none	none	none
Human_herpesvirus_3	人疱疹病毒3型	病毒	又称水痘-带状疱疹病毒(Varicella zoster virus ,VZV)，是水痘和带状疱疹的病原体。在儿童初次感染引起水痘，恢复后病毒潜伏在体内，少数人在成年后复发则表现为带状疱疹。	Nagel MA, Gilden DH. The protean neurologic manifestations of varicella-zoster virus infection. Cleve Clin J Med. 2007 Jul; 74(7): 489-94, 496, 498-9 passim.	none	none	none	none	none	none
Human_herpesvirus_4	人疱疹病毒4型	病毒	又称EB病毒（EBV），是最常见的引起人类疾病的病毒之一，所致疾病包括传染性单核细胞增多症、非洲儿童恶性淋巴瘤、霍奇金淋巴瘤、鼻咽癌和胃癌等。	Pannone G, Zamparese R, Pace M, et al. The role of EBV in the pathogenesis of Burkitt's Lymphoma: an Italian hospital based survey. Infect Agent Cancer. 2014 Oct 15; 9(1): 34.	none	none	none	none	none	none
Human_herpesvirus_5	人疱疹病毒5型	病毒	又称人巨细胞病毒（CMV），感染后可引起巨细胞包涵体病、单核细胞增多症、肺炎等。	Rafailidis PI, Mourtzoukou EG, Varbobitis IC, et al. Severe cytomegalovirus infection in apparently immunocompetent patients: a systematic review. Virol J. 2008 Mar 27; 5:47.	none	none	none	none	none	none
Human_herpesvirus_6A	人疱疹病毒6A型	病毒	分为HHV-6A和HHV-6B两组，HHV-6A具更强的神经毒性，常见于多发性硬化等神经炎症性疾病患者。	Alvarez-Lafuente R, García-Montojo M, De las Heras V, et al. Clinical parameters and HHV-6 active replication in relapsing-remitting multiple sclerosis patients. J Clin Virol. 2006 Dec; 37 Suppl 1: S24-6.	none	none	none	none	none	none
Human_herpesvirus_6B	人疱疹病毒6B型	病毒	分为HHV-6A和HHV-6B两组，HHV-6B是引起婴儿玫瑰疹（第六病）的常见原因，在免疫缺陷患者中，还可导致脑炎、骨髓抑制和肺炎等。	Yoshikawa T. Human herpesvirus 6 infection in hematopoietic stem cell transplant patients. Br J Haematol. 2004 Feb; 124(4): 421-32.	none	none	none	none	none	none
Human_herpesvirus_7	人疱疹病毒7型	病毒	可引起急性玫瑰疹。	Suga S, Yoshikawa T, Nagai T, et al. Clinical features and virological findings in children with primary human herpesvirus 7 infection. Pediatrics. 1997 Mar; 99(3): E4.	none	none	none	none	none	none
Human_herpesvirus_8	人疱疹病毒8型	病毒	与卡波济肉瘤、原发性渗出性淋巴瘤、多发性卡斯特雷曼氏症有关。		none	none	none	none	none	none
JC_polyomavirus	JC多瘤病毒	病毒	一般仅在免疫缺陷的情况下引起疾病，可导致进行性多灶性白质脑病、无菌性脑膜炎等。	Ferenczy MW, Marshall LJ, Nelson CD, et al. Molecular biology, epidemiology, and pathogenesis of progressive multifocal leukoencephalopathy, the JC virus-induced demyelinating disease of the human brain. Clin Microbiol Rev. 2012 Jul; 25(3): 471-506.	none	none	none	none	none	none
Human_bocavirus	人类博卡病毒	病毒	主要引起呼吸道和肠道感染，如肺炎、支气管炎和腹泻等。	Allander T, Jartti T, Gupta S, et al. Human bocavirus and acute wheezing in children. Clin Infect Dis. 2007 Apr 1; 44(7): 904-10.	none	none	none	none	none	none
BK_polyomavirus	 BK病毒	病毒	又称Human polyomavirus 1，可引起造血干细胞移植患者出血性膀胱炎和肾移植患者输尿管狭窄和多瘤病毒相关性肾病。	Pérez-Huertas P, Cueto-Sola M, Escobar-Cava P, et al. BK Virus-Associated Hemorrhagic Cystitis After Allogeneic Hematopoietic Stem Cell Transplantation in the Pediatric Population. J Pediatr Oncol Nurs. 2017 Jan/Feb; 34(1): 13-19.	none	none	none	none	none	none
Torque_teno_virus	细环病毒	病毒	一般不会在人类中引起疾病，但高病毒载量与严重的特发性炎性肌病、癌症和狼疮有关，有报道在急性肺损伤和特发性肺纤维化患者中存在该病毒，其也可能与肝移植术后感染有关。	Piaggio F, Dodi F, Bottino G, et al. Torque Teno Virus--cause of viral liver disease following liver transplantation: a case report. Transplant Proc. 2009 May; 41(4): 1378-9.	none	none	none	none	none	none
Human_papillomavirus	人乳头瘤病毒	病毒	分为嗜上皮性和嗜黏膜性两类，引起感染部位的乳头状瘤，包括皮肤疣、扁平疣、生殖道湿疣等。一些高危型HPV可引起宫颈上皮不典型增生，进而导致宫颈癌。	Ljubojevic S, Skerlev M. HPV-associated diseases. Clin Dermatol. 2014 Mar-Apr; 32(2): 227-34.	none	none	none	none	none	none
Crocodylidpoxvirus	痘病毒	病毒	undetermined	undetermined	none	none	none	none	none	none
Influenza_virus	流感病毒	病毒	是引起流感的病原体，流感是高度传染性的急性呼吸道疾病，临床表现为发热、咽喉痛、咳嗽、头痛、畏寒和全身不适，并发症有中耳炎、肺炎。	undetermined	none	none	none	none	none	none
Coronavirus	冠状病毒	病毒	普通冠状病毒主要引起感冒及咽喉炎，临床症状主要为头痛、咽痛及轻度咳嗽。	undetermined	none	none	none	none	none	none
SARS-CoV	SARS-冠状病毒	病毒	SARS-冠状病毒是引起严重呼吸综合征（SARS）的病原体，SARS又称传染性非典型肺炎，临床表现为发热、乏力、头痛、肌肉关节酸痛等全身症状和干咳、胸闷、呼吸困难等呼吸道症状，部分患者有腹泻等消化道症状。	undetermined	none	none	none	none	none	none
Hepatitis_A_virus	甲型肝炎病毒	病毒	主要通过粪-口途径传播，引起急性病毒性肝炎，机体感染后出现抗体，并具有终身免疫力。	undetermined	none	none	none	none	none	none
Hepatitis_B_virus	乙型肝炎病毒	病毒	主要经血和血制品、母婴、破损的皮肤和黏膜及性接触传播，HBV感染呈世界性流行，可导致急性或慢性肝炎、肝衰竭、肝硬化和原发性肝细胞癌。	undetermined	none	none	none	none	none	none
Hepatitis_C_virus	丙型肝炎病毒	病毒	是肠道外传播的非甲非乙型肝炎的主要病原体，可导致急性或慢性肝炎、肝硬化和原发性肝细胞癌，常引起肝炎慢性化，传播途径包括血液、性接触、母婴和家庭内接触传播。	undetermined	none	none	none	none	none	none
Hepatitis_D_virus	丁型肝炎病毒	病毒	是与HBV密切相关的引起急性和慢性肝病的亚病毒病原体，HDV属于缺陷病毒，其组装依赖于HBV，故其流行特点类似HBV，HDV感染必然伴有HBV感染。	undetermined	none	none	none	none	none	none
Hepatitis_E_virus	戊型肝炎病毒	病毒	主要通过粪-口途径传播，易通过污染水源而导致大规模爆发流行，HEV主要侵犯青壮年，表现为重型肝炎的比例较高。	undetermined	none	none	none	none	none	none
Human_immunodeficiency_virus	人类免疫缺陷病毒	病毒	是获得性免疫缺陷综合征（AIDS，艾滋病）的病原体。	undetermined	none	none	none	none	none	none
Poliovirus	脊髓灰质炎病毒	病毒	脊髓灰质炎病毒是引起脊髓灰质炎（又称小儿麻痹症）的病原体，主要通过粪-口途径传播。临床表现有无麻痹型脊髓灰质炎（也称无菌性脑膜炎）和麻痹型脊髓灰质炎，麻痹型可导致永久性迟缓性肢体麻痹。	undetermined	none	none	none	none	none	none
Coxsackie_virus	柯萨奇病毒	病毒	柯萨奇病毒主要通过粪-口途径传播，可引起无菌性脑膜炎、疱疹性咽峡炎、手足口病、流行性胸痛、心包炎和心肌炎、结膜炎等。	undetermined	none	none	none	none	none	none
ECHO_virus	埃可病毒	病毒	埃可病毒（Enteric_cytopathogenic_human_orphan_virus）主要通过粪-口途径传播，可引起无菌性脑膜炎、流行性胸痛等。	undetermined	none	none	none	none	none	none
Enterovirus_type_70	肠道病毒70型	病毒	可直接感染眼结膜，引起急性出血性结膜炎，个别病例可累及神经系统，出现神经根脊髓炎，临床表现类似脊髓灰质炎。	undetermined	none	none	none	none	none	none
Enterovirus_type_71	肠道病毒71型	病毒	通过粪-口途径传播或密切接触传播，是引起中枢神经系统感染的重要病原体，主要导致无菌性脑膜炎和脑炎，可累及脑神经及延髓。	undetermined	none	none	none	none	none	none
Rotavirus	轮状病毒	病毒	是引起婴幼儿急性肠胃炎的主要病原体，包括A-G7个血清群，A群主要引起婴幼儿腹泻，B群引起成人腹泻。	undetermined	none	none	none	none	none	none
Norwalk_virus	诺瓦克病毒	病毒	可引起胃肠炎爆发流行。	undetermined	none	none	none	none	none	none
Astrovirus	星状病毒	病毒	星状病毒可引起胃肠炎，易感者为婴幼儿和老年人。	undetermined	none	none	none	none	none	none
Measles_virus	麻疹病毒	病毒	麻疹病毒是麻疹的病原体，麻疹是儿童常见的一种急性传染病，以皮疹、发热及呼吸道症状为特征。	undetermined	none	none	none	none	none	none
Rubella_virus	风疹病毒	病毒	是风疹（德国麻疹）的病原体。	undetermined	none	none	none	none	none	none
Respiratory_syncytial_virus	呼吸道合胞病毒	病毒	是婴儿细支气管炎和肺炎等下呼吸道感染的主要病原体，也可引起较大儿童和成人的鼻炎、咽炎等上呼吸道感染。	undetermined	none	none	none	none	none	none
Mumps_virus	腮腺炎病毒	病毒	是流行性腮腺炎的病原体。	undetermined	none	none	none	none	none	none
Epidemic_type_B_encephalitis_virus	流行性乙型脑炎病毒	病毒	又称日本脑炎病毒（Japanese encephalitis virus,JEV）,通过蚊子传播，引起流行性乙型脑炎，病死率高。	undetermined	none	none	none	none	none	none
